Unnamed: 0,director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,combined_information
1669.0,Martha Coolidge,Devin Ratray,Miranda Richardson,Luke Mably,Comedy Family Romance,The Prince and Me,Devin Ratray Miranda Richardson Luke Mably Martha Coolidge Comedy Family Romance
1670.0,Stephen J. Anderson,Craig Ferguson,Robert Lopez,Huell Howser,Adventure Animation Comedy Family Musical,Winnie the Pooh,Craig Ferguson Robert Lopez Huell Howser Stephen J. Anderson Adventure Animation Comedy Family Musical
1671.0,Troy Miller,Elden Henson,Mimi Rogers,Cheri Oteri,Comedy,Dumb and Dumberer: When Harry Met Lloyd,Elden Henson Mimi Rogers Cheri Oteri Troy Miller Comedy
1672.0,Warren Beatty,Warren Beatty,Kirk Baltz,Graham Beckel,Comedy Drama Romance,Bulworth,Warren Beatty Kirk Baltz Graham Beckel Warren Beatty Comedy Drama Romance
1673.0,Tate Taylor,Tika Sumpter,Josh Hopkins,Aunjanue Ellis,Biography Drama Music,Get on Up,Tika Sumpter Josh Hopkins Aunjanue Ellis Tate Taylor Biography Drama Music
1674.0,Carl Franklin,Meryl Streep,William Hurt,Tom Everett Scott,Drama,One True Thing,Meryl Streep William Hurt Tom Everett Scott Carl Franklin Drama
1675.0,Brett Leonard,Denzel Washington,Costas Mandylor,Traci Lords,Action Crime Sci-Fi Thriller,Virtuosity,Denzel Washington Costas Mandylor Traci Lords Brett Leonard Action Crime Sci-Fi Thriller
1676.0,Ivan Reitman,Rainn Wilson,Eddie Izzard,Wanda Sykes,Comedy Romance Sci-Fi,My Super Ex-Girlfriend,Rainn Wilson Eddie Izzard Wanda Sykes Ivan Reitman Comedy Romance Sci-Fi
1677.0,Scott Derrickson,Olivia Munn,Dorian Missick,Edgar Ramírez,Horror Mystery Thriller,Deliver Us from Evil,Olivia Munn Dorian Missick Edgar Ramírez Scott Derrickson Horror Mystery Thriller
1678.0,Alister Grierson,Ioan Gruffudd,Rhys Wakefield,Richard Roxburgh,Adventure Drama Thriller,Sanctum,Ioan Gruffudd Rhys Wakefield Richard Roxburgh Alister Grierson Adventure Drama Thriller
1679.0,Nick Hurran,Holly Hunter,Kevin Sussman,Dave Annable,Comedy Drama Romance,Little Black Book,Holly Hunter Kevin Sussman Dave Annable Nick Hurran Comedy Drama Romance
1680.0,Nicholas Stoller,Alison Brie,Jacki Weaver,David Paymer,Comedy Romance,The Five-Year Engagement,Alison Brie Jacki Weaver David Paymer Nicholas Stoller Comedy Romance
1681.0,Charles Stone III,Bernie Mac,Chris Noth,Paul Sorvino,Comedy Drama Romance Sport,Mr 3000,Bernie Mac Chris Noth Paul Sorvino Charles Stone III Comedy Drama Romance Sport
1682.0,Paul Haggis,Olivia Wilde,Daniel Stern,Aisha Hinds,Crime Drama Romance Thriller,The Next Three Days,Olivia Wilde Daniel Stern Aisha Hinds Paul Haggis Crime Drama Romance Thriller
1683.0,Kurt Wimmer,Milla Jovovich,Cameron Bright,Nick Chinlund,Action Horror Sci-Fi Thriller,Ultraviolet,Milla Jovovich Cameron Bright Nick Chinlund Kurt Wimmer Action Horror Sci-Fi Thriller
1684.0,Jean-François Richet,Brian Dennehy,Drea de Matteo,Hugh Dillon,Action Crime Drama Thriller,Assault on Precinct 13,Brian Dennehy Drea de Matteo Hugh Dillon Jean-François Richet Action Crime Drama Thriller
1685.0,Antoine Fuqua,Mira Sorvino,Clifton Collins Jr.,Patrick Kilpatrick,Action Crime Thriller,The Replacement Killers,Mira Sorvino Clifton Collins Jr. Patrick Kilpatrick Antoine Fuqua Action Crime Thriller
1686.0,Kevin Hooks,Salma Hayek,Stephen Baldwin,Will Patton,Action Adventure Crime Drama Romance,Fled,Salma Hayek Stephen Baldwin Will Patton Kevin Hooks Action Adventure Crime Drama Romance
1687.0,Ellory Elkayem,Scarlett Johansson,Doug E. Doug,Riley Smith,Action Comedy Horror,Eight Legged Freaks,Scarlett Johansson Doug E. Doug Riley Smith Ellory Elkayem Action Comedy Horror
1688.0,Edward Zwick,Jake Gyllenhaal,Anne Hathaway,Judy Greer,Comedy Drama Romance,Love & Other Drugs,Jake Gyllenhaal Anne Hathaway Judy Greer Edward Zwick Comedy Drama Romance
1689.0,Jon Avnet,Al Pacino,Alicia Witt,Deborah Kara Unger,Crime Drama Mystery Thriller,88 Minutes,Al Pacino Alicia Witt Deborah Kara Unger Jon Avnet Crime Drama Mystery Thriller
1690.0,Niki Caro,Jeremy Renner,Charlize Theron,Sissy Spacek,Drama,North Country,Jeremy Renner Charlize Theron Sissy Spacek Niki Caro Drama
1691.0,Howard Deutch,Bruce Willis,Matthew Perry,Natasha Henstridge,Comedy Crime Thriller,The Whole Ten Yards,Bruce Willis Matthew Perry Natasha Henstridge Howard Deutch Comedy Crime Thriller
1692.0,Vincenzo Natali,Sarah Polley,David Hewlett,Delphine Chanéac,Drama Horror Sci-Fi,Splice,Sarah Polley David Hewlett Delphine Chanéac Vincenzo Natali Drama Horror Sci-Fi
1693.0,Willard Huyck,Lea Thompson,Jeffrey Jones,Jordan Prentice,Action Adventure Comedy Romance Sci-Fi,Howard the Duck,Lea Thompson Jeffrey Jones Jordan Prentice Willard Huyck Action Adventure Comedy Romance Sci-Fi
1694.0,Gavin O'Connor,Jennifer Ehle,Rick Gonzalez,Frank Grillo,Crime Drama Thriller,Pride and Glory,Jennifer Ehle Rick Gonzalez Frank Grillo Gavin O'Connor Crime Drama Thriller
1695.0,Bruce Hunt,Eddie Cibrian,Cole Hauser,Marcel Iures,Adventure Horror Thriller,The Cave,Eddie Cibrian Cole Hauser Marcel Iures Bruce Hunt Adventure Horror Thriller
1696.0,Rob Reiner,David Paymer,Lobo Sebastian,Robert Costanzo,Comedy Romance,Alex & Emma,David Paymer Lobo Sebastian Robert Costanzo Rob Reiner Comedy Romance
1698.0,Craig Gillespie,Grace Phipps,Reid Ewing,Sandra Vergara,Comedy Horror,Fright Night,Grace Phipps Reid Ewing Sandra Vergara Craig Gillespie Comedy Horror
1699.0,Terrence Malick,Christian Bale,Michael Greyeyes,Wes Studi,Biography Drama History Romance,The New World,Christian Bale Michael Greyeyes Wes Studi Terrence Malick Biography Drama History Romance
1700.0,Chris Roberts,Saffron Burrows,David Suchet,Jürgen Prochnow,Action Adventure Sci-Fi,Wing Commander,Saffron Burrows David Suchet Jürgen Prochnow Chris Roberts Action Adventure Sci-Fi
1701.0,Neil Jordan,Robert Downey Jr.,Aidan Quinn,Paul Guilfoyle,Drama Fantasy Thriller,In Dreams,Robert Downey Jr. Aidan Quinn Paul Guilfoyle Neil Jordan Drama Fantasy Thriller
1702.0,James Wong,Ian Whyte,Texas Battle,Randall Duk Kim,Action Adventure Fantasy Sci-Fi Thriller,Dragonball: Evolution,Ian Whyte Texas Battle Randall Duk Kim James Wong Action Adventure Fantasy Sci-Fi Thriller
1703.0,Jee-woon Kim,Zach Gilford,James Burnett,Christiana Leucas,Action Crime Thriller,The Last Stand,Zach Gilford James Burnett Christiana Leucas Jee-woon Kim Action Crime Thriller
1704.0,Nick Hamm,Robert De Niro,Cameron Bright,Munro Chambers,Drama Horror Sci-Fi Thriller,Godsend,Robert De Niro Cameron Bright Munro Chambers Nick Hamm Drama Horror Sci-Fi Thriller
1706.0,Mike Disa,Amy Poehler,Phil LaMarr,Cheech Marin,Animation Comedy Family,Hoodwinked Too! Hood vs. Evil,Amy Poehler Phil LaMarr Cheech Marin Mike Disa Animation Comedy Family
1707.0,Lasse Hallström,Morgan Freeman,Camryn Manheim,Lynda Boyd,Drama,An Unfinished Life,Morgan Freeman Camryn Manheim Lynda Boyd Lasse Hallström Drama
1708.0,Terry Gilliam,Andrew Garfield,Lily Cole,Verne Troyer,Adventure Fantasy Mystery,The Imaginarium of Doctor Parnassus,Andrew Garfield Lily Cole Verne Troyer Terry Gilliam Adventure Fantasy Mystery
1709.0,Richard J. Lewis,Mark Addy,Atom Egoyan,Paul Gross,Comedy Drama,Barney's Version,Mark Addy Atom Egoyan Paul Gross Richard J. Lewis Comedy Drama
1710.0,unknown,Ólafur Darri Ólafsson,Ingvar Eggert Sigurðsson,Björn Hlynur Haraldsson,Crime Drama Thriller,Trapped            ,Ólafur Darri Ólafsson Ingvar Eggert Sigurðsson Björn Hlynur Haraldsson unknown Crime Drama Thriller
1711.0,Brad Furman,Justin Timberlake,John Heard,David Costabile,Crime Thriller,Runner Runner,Justin Timberlake John Heard David Costabile Brad Furman Crime Thriller
1712.0,Peter Howitt,Tyler Labine,Richard Roundtree,Ned Bellamy,Action Crime Drama Thriller,Antitrust,Tyler Labine Richard Roundtree Ned Bellamy Peter Howitt Action Crime Drama Thriller
1714.0,Sergio Leone,Robert De Niro,Burt Young,Treat Williams,Crime Drama,Once Upon a Time in America,Robert De Niro Burt Young Treat Williams Sergio Leone Crime Drama
1715.0,Niels Arden Oplev,Dominic Cooper,Isabelle Huppert,James Biberi,Action Crime Drama Thriller,Dead Man Down,Dominic Cooper Isabelle Huppert James Biberi Niels Arden Oplev Action Crime Drama Thriller
1716.0,Michael Radford,Al Pacino,Mackenzie Crook,Kris Marshall,Drama Romance,The Merchant of Venice,Al Pacino Mackenzie Crook Kris Marshall Michael Radford Drama Romance
1717.0,Neil Jordan,Emir Kusturica,Saïd Taghmaoui,Tchéky Karyo,Action Crime Drama Romance Thriller,The Good Thief,Emir Kusturica Saïd Taghmaoui Tchéky Karyo Neil Jordan Action Crime Drama Romance Thriller
1718.0,Steve Boyum,Channing Tatum,Mike Vogel,Steve Howey,Action Drama Romance Sport,Supercross,Channing Tatum Mike Vogel Steve Howey Steve Boyum Action Drama Romance Sport
1719.0,Chris Noonan,Emily Watson,Bill Paterson,Lucy Boynton,Biography Drama Romance,Miss Potter,Emily Watson Bill Paterson Lucy Boynton Chris Noonan Biography Drama Romance
1721.0,Corey Yuen,Steve Howey,Holly Valance,Sarah Carter,Action Adventure,DOA: Dead or Alive,Steve Howey Holly Valance Sarah Carter Corey Yuen Action Adventure
1722.0,Andrew Dominik,Brad Pitt,Jeremy Renner,Sam Shepard,Biography Crime Drama History Western,The Assassination of Jesse James by the Coward Robert Ford,Brad Pitt Jeremy Renner Sam Shepard Andrew Dominik Biography Crime Drama History Western
1723.0,Li Zhang,Bingbing Li,Joan Chen,Jaycee Chan,Action Adventure Drama History War,1911,Bingbing Li Joan Chen Jaycee Chan Li Zhang Action Adventure Drama History War
1724.0,Laurent Tirard,Louise Bourgoin,Sandrine Kiberlain,Kad Merad,Comedy Family,Little Nicholas,Louise Bourgoin Sandrine Kiberlain Kad Merad Laurent Tirard Comedy Family
1725.0,Simon West,Jason Statham,Michael Angarano,Jason Alexander,Action Crime Drama Thriller,Wild Card,Jason Statham Michael Angarano Jason Alexander Simon West Action Crime Drama Thriller
1726.0,Marc Forster,Gerard Butler,Madeline Carroll,Kathy Baker,Action Biography Crime Drama,Machine Gun Preacher,Gerard Butler Madeline Carroll Kathy Baker Marc Forster Action Biography Crime Drama
1727.0,Reinhard Klooss,Jim Broadbent,Vanessa Redgrave,James Corden,Animation Comedy Family,Animals United,Jim Broadbent Vanessa Redgrave James Corden Reinhard Klooss Animation Comedy Family
1728.0,Bille August,Terry Pheto,Patrick Lyster,Tyrone Keogh,Biography Drama History,The Color of Freedom,Terry Pheto Patrick Lyster Tyrone Keogh Bille August Biography Drama History
1729.0,Frédéric Auburtin,Fisher Stevens,Thomas Kretschmann,Jemima West,Drama History Sport,United Passions,Fisher Stevens Thomas Kretschmann Jemima West Frédéric Auburtin Drama History Sport
1730.0,Olivier Dahan,Paz Vega,Frank Langella,Derek Jacobi,Biography Drama Romance,Grace of Monaco,Paz Vega Frank Langella Derek Jacobi Olivier Dahan Biography Drama Romance
1731.0,Maksim Fadeev,Konstantin Khabenskiy,Fedor Bondarchuk,Sergey Garmash,Adventure Animation Fantasy,A Warrior's Tail,Konstantin Khabenskiy Fedor Bondarchuk Sergey Garmash Maksim Fadeev Adventure Animation Fantasy
1732.0,Liliana Cavani,Ray Winstone,Dougray Scott,Chiara Caselli,Crime Drama Mystery Thriller,Ripley's Game,Ray Winstone Dougray Scott Chiara Caselli Liliana Cavani Crime Drama Mystery Thriller
1733.0,Greg Tiernan,James Franco,Salma Hayek,Anders Holm,Adventure Animation Comedy Fantasy,Sausage Party,James Franco Salma Hayek Anders Holm Greg Tiernan Adventure Animation Comedy Fantasy
1734.0,Elizabeth Banks,Anna Kendrick,Birgitte Hjort Sørensen,Hana Mae Lee,Comedy Music,Pitch Perfect 2,Anna Kendrick Birgitte Hjort Sørensen Hana Mae Lee Elizabeth Banks Comedy Music
1735.0,James Mangold,Sandra Ellis Lafferty,Dallas Roberts,Tyler Hilton,Biography Drama Music Romance,Walk the Line,Sandra Ellis Lafferty Dallas Roberts Tyler Hilton James Mangold Biography Drama Music Romance
1736.0,unknown,Amanda Schull,Kirk Acevedo,Tom Noonan,Adventure Drama Mystery Sci-Fi Thriller,12 Monkeys            ,Amanda Schull Kirk Acevedo Tom Noonan unknown Adventure Drama Mystery Sci-Fi Thriller
1737.0,Edward Norton,Lisa Edelstein,Milos Forman,Anne Bancroft,Comedy Drama Romance,Keeping the Faith,Lisa Edelstein Milos Forman Anne Bancroft Edward Norton Comedy Drama Romance
1738.0,Peter Hewitt,Jim Broadbent,Bradley Pierce,Mark Williams,Adventure Comedy Family Fantasy,The Borrowers,Jim Broadbent Bradley Pierce Mark Williams Peter Hewitt Adventure Comedy Family Fantasy
1739.0,Ron Howard,Toby Jones,Clint Howard,Oliver Platt,Drama,Frost/Nixon,Toby Jones Clint Howard Oliver Platt Ron Howard Drama
1740.0,George Clooney,Dick Clark,David Julian Hirsh,Jennifer Hall,Biography Comedy Crime Drama Romance Thriller,Confessions of a Dangerous Mind,Dick Clark David Julian Hirsh Jennifer Hall George Clooney Biography Comedy Crime Drama Romance Thriller
1741.0,Reginald Hudlin,Matthew Perry,Jerry Stiller,Vincent Pastore,Comedy Romance,Serving Sara,Matthew Perry Jerry Stiller Vincent Pastore Reginald Hudlin Comedy Romance
1742.0,Ben Falcone,Peter Dinklage,Tyler Labine,Ben Falcone,Comedy,The Boss,Peter Dinklage Tyler Labine Ben Falcone Ben Falcone Comedy
1743.0,Richard Attenborough,Denzel Washington,Kevin McNally,Penelope Wilton,Biography Drama History,Cry Freedom,Denzel Washington Kevin McNally Penelope Wilton Richard Attenborough Biography Drama History
1744.0,Lawrence Kasdan,Zooey Deschanel,Alfre Woodard,Mary McDonnell,Comedy Drama,Mumford,Zooey Deschanel Alfre Woodard Mary McDonnell Lawrence Kasdan Comedy Drama
1745.0,Don Mancini,Jason Flemyng,Billy Boyd,Hannah Spearritt,Comedy Fantasy Horror Thriller,Seed of Chucky,Jason Flemyng Billy Boyd Hannah Spearritt Don Mancini Comedy Fantasy Horror Thriller
1746.0,John Maybury,Jennifer Jason Leigh,Jason Lewis,Angel Coulby,Drama Mystery Sci-Fi Thriller,The Jacket,Jennifer Jason Leigh Jason Lewis Angel Coulby John Maybury Drama Mystery Sci-Fi Thriller
1747.0,Ron Clements,Robin Williams,Frank Welker,Scott Weinger,Adventure Animation Comedy Family Fantasy Musical Romance,Aladdin,Robin Williams Frank Welker Scott Weinger Ron Clements Adventure Animation Comedy Family Fantasy Musical Romance
1748.0,F. Gary Gray,Aldis Hodge,Neil Brown Jr.,R. Marcos Taylor,Biography Crime Drama History Music,Straight Outta Compton,Aldis Hodge Neil Brown Jr. R. Marcos Taylor F. Gary Gray Biography Crime Drama History Music
1749.0,Steven Spielberg,Harrison Ford,Amrish Puri,Kate Capshaw,Action Adventure,Indiana Jones and the Temple of Doom,Harrison Ford Amrish Puri Kate Capshaw Steven Spielberg Action Adventure
1750.0,Igor Kovalyov,Elizabeth Daily,Cree Summer,Christine Cavanaugh,Adventure Animation Comedy Drama Family Musical,The Rugrats Movie,Elizabeth Daily Cree Summer Christine Cavanaugh Igor Kovalyov Adventure Animation Comedy Drama Family Musical
1751.0,Lee Tamahori,Morgan Freeman,Billy Burke,Monica Potter,Crime Drama Thriller,Along Came a Spider,Morgan Freeman Billy Burke Monica Potter Lee Tamahori Crime Drama Thriller
1752.0,Stephen Frears,Meryl Streep,Nina Arianda,John Sessions,Biography Comedy Drama Music Romance,Florence Foster Jenkins,Meryl Streep Nina Arianda John Sessions Stephen Frears Biography Comedy Drama Music Romance
1753.0,Robert Rodriguez,Johnny Depp,Salma Hayek,Enrique Iglesias,Action Crime Thriller,Once Upon a Time in Mexico,Johnny Depp Salma Hayek Enrique Iglesias Robert Rodriguez Action Crime Thriller
1754.0,John McTiernan,Alan Rickman,Bruce Willis,Reginald VelJohnson,Action Thriller,Die Hard,Alan Rickman Bruce Willis Reginald VelJohnson John McTiernan Action Thriller
1755.0,David Wain,Joe Lo Truglio,Ken Marino,Bobb'e J. Thompson,Comedy,Role Models,Joe Lo Truglio Ken Marino Bobb'e J. Thompson David Wain Comedy
1756.0,Adam McKay,Ryan Gosling,Christian Bale,Charlie Talbert,Biography Comedy Drama History,The Big Short,Ryan Gosling Christian Bale Charlie Talbert Adam McKay Biography Comedy Drama History
1757.0,Ang Lee,Imelda Staunton,Kevin Chamberlin,Demetri Martin,Comedy Drama Music,Taking Woodstock,Imelda Staunton Kevin Chamberlin Demetri Martin Ang Lee Comedy Drama Music
1758.0,Gavin O'Connor,Eddie Cahill,Noah Emmerich,Kenneth Mitchell,Biography Drama History Sport,Miracle,Eddie Cahill Noah Emmerich Kenneth Mitchell Gavin O'Connor Biography Drama History Sport
1760.0,Adam Shankman,Matthew McConaughey,Judy Greer,Alex Rocco,Comedy Romance,The Wedding Planner,Matthew McConaughey Judy Greer Alex Rocco Adam Shankman Comedy Romance
1761.0,Shinji Aramaki,Shun Oguri,Yû Aoi,Haruma Miura,Adventure Animation Sci-Fi,Harlock: Space Pirate,Shun Oguri Yû Aoi Haruma Miura Shinji Aramaki Adventure Animation Sci-Fi
1762.0,Wes Anderson,Bill Murray,Anjelica Huston,Seymour Cassel,Comedy Drama,The Royal Tenenbaums,Bill Murray Anjelica Huston Seymour Cassel Wes Anderson Comedy Drama
1763.0,James Mangold,Clea DuVall,Rebecca De Mornay,Jake Busey,Mystery Thriller,Identity,Clea DuVall Rebecca De Mornay Jake Busey James Mangold Mystery Thriller
1764.0,Jon Turteltaub,Robert De Niro,Morgan Freeman,Romany Malco,Comedy Romance,Last Vegas,Robert De Niro Morgan Freeman Romany Malco Jon Turteltaub Comedy Romance
1765.0,John Glen,Julian Glover,Topol,Desmond Llewelyn,Action Adventure Thriller,For Your Eyes Only,Julian Glover Topol Desmond Llewelyn John Glen Action Adventure Thriller
1766.0,Peter Chelsom,Lilli Lavine,David Sparrow,Ann Talman,Comedy Romance,Serendipity,Lilli Lavine David Sparrow Ann Talman Peter Chelsom Comedy Romance
1767.0,Peter Hyams,Mia Sara,Bruce McGill,Gloria Reuben,Action Crime Sci-Fi Thriller,Timecop,Mia Sara Bruce McGill Gloria Reuben Peter Hyams Action Crime Sci-Fi Thriller
1768.0,Ben Stiller,Milla Jovovich,Alexander Skarsgård,Will Ferrell,Comedy,Zoolander,Milla Jovovich Alexander Skarsgård Will Ferrell Ben Stiller Comedy
1769.0,Lasse Hallström,David Lyons,Noah Lomax,Mimi Kirkland,Drama Romance Thriller,Safe Haven,David Lyons Noah Lomax Mimi Kirkland Lasse Hallström Drama Romance Thriller
1770.0,Kenny Ortega,Vinessa Shaw,Omri Katz,Larry Bagby,Comedy Family Fantasy,Hocus Pocus,Vinessa Shaw Omri Katz Larry Bagby Kenny Ortega Comedy Family Fantasy
1771.0,Scott Hicks,Zoë Kravitz,Lily Rabe,Bob Balaban,Comedy Drama Romance,No Reservations,Zoë Kravitz Lily Rabe Bob Balaban Scott Hicks Comedy Drama Romance
1772.0,Matthew Vaughn,Elizabeth McGovern,Deborah Twiss,Michael Rispoli,Action Comedy,Kick-Ass,Elizabeth McGovern Deborah Twiss Michael Rispoli Matthew Vaughn Action Comedy
1773.0,Ruben Fleischer,Bianca Kajlich,Dilshad Vadsaria,Fred Ward,Action Comedy Crime,30 Minutes or Less,Bianca Kajlich Dilshad Vadsaria Fred Ward Ruben Fleischer Action Comedy Crime
1774.0,Patrick Lussier,Gerard Butler,Danny Masterson,Jeri Ryan,Action Fantasy Horror Thriller,Dracula 2000,Gerard Butler Danny Masterson Jeri Ryan Patrick Lussier Action Fantasy Horror Thriller
1775.0,Miguel Arteta,Bella Thorne,Steve Carell,Jennifer Garner,Comedy Family,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Bella Thorne Steve Carell Jennifer Garner Miguel Arteta Comedy Family
1776.0,Joe Wright,Talulah Riley,Brenda Blethyn,Simon Woods,Drama Romance,Pride & Prejudice,Talulah Riley Brenda Blethyn Simon Woods Joe Wright Drama Romance
1777.0,Ridley Scott,Harrison Ford,Sean Young,M. Emmet Walsh,Sci-Fi Thriller,Blade Runner,Harrison Ford Sean Young M. Emmet Walsh Ridley Scott Sci-Fi Thriller
1778.0,Michael Caton-Jones,Liam Neeson,Jason Flemyng,Eric Stoltz,Adventure Biography,Rob Roy,Liam Neeson Jason Flemyng Eric Stoltz Michael Caton-Jones Adventure Biography
1779.0,McG,Connie Nielsen,Richard Sammel,Tómas Lemarquis,Action Drama Thriller,3 Days to Kill,Connie Nielsen Richard Sammel Tómas Lemarquis McG Action Drama Thriller
1780.0,James Gray,Robert Duvall,Oleg Taktarov,Antoni Corone,Crime Drama Thriller,We Own the Night,Robert Duvall Oleg Taktarov Antoni Corone James Gray Crime Drama Thriller
1781.0,Janusz Kaminski,Philip Baker Hall,Bob Clendenin,Ben Chaplin,Drama Horror Thriller,Lost Souls,Philip Baker Hall Bob Clendenin Ben Chaplin Janusz Kaminski Drama Horror Thriller
1782.0,Jacques Perrin,Jacques Perrin,Philippe Labro,unknown,Documentary,Winged Migration,Jacques Perrin Philippe Labro unknown Jacques Perrin Documentary
1783.0,Donald Petrie,Samaire Armstrong,Carlos Ponce,Faizon Love,Comedy Fantasy Romance,Just My Luck,Samaire Armstrong Carlos Ponce Faizon Love Donald Petrie Comedy Fantasy Romance
1784.0,Jay Roach,Scott Grimes,Mary McCormack,Ron Eldard,Comedy Drama Sport,"Mystery, Alaska",Scott Grimes Mary McCormack Ron Eldard Jay Roach Comedy Drama Sport
